ID,year,party,race
5254,2019,Independent,Caucasian
5255,2019,Independent,Caucasian
5256,2019,Democrat,Caucasian
5257,2019,Republican,Caucasian
5258,2019,Democrat,Caucasian
5259,2019,Independent,Caucasian
5260,2019,Democrat,Caucasian
5261,2019,Republican,Caucasian
5262,2019,Independent,Caucasian
5263,2019,Republican,Caucasian
5264,2019,Independent,Caucasian
5265,2019,Republican,Caucasian
5266,2019,Independent,Caucasian
5267,2019,Republican,Caucasian
5268,2019,Republican,Caucasian
5269,2019,Republican,Caucasian
5270,2019,Independent,Caucasian
5271,2019,Republican,Caucasian
5272,2019,Republican,Caucasian
5273,2019,Unsure/Refused,Caucasian
5274,2019,Independent,Caucasian
5275,2019,Republican,Caucasian
5276,2019,Republican,Caucasian
5277,2019,Democrat,Caucasian
5278,2019,Independent,Caucasian
5279,2019,Republican,Caucasian
5280,2019,Independent,Caucasian
5281,2019,Republican,Caucasian
5282,2019,Independent,Caucasian
5283,2019,Republican,Caucasian
5284,2019,Democrat,Caucasian
5285,2019,Democrat,Caucasian
5286,2019,Democrat,Caucasian
5287,2019,Independent,Caucasian
5288,2019,Democrat,Caucasian
5289,2019,Democrat,Caucasian
5290,2019,Republican,Caucasian
5291,2019,Independent,Caucasian
5292,2019,Republican,Caucasian
5293,2019,Independent,Caucasian
5294,2019,Republican,Caucasian
5295,2019,Independent,Caucasian
5296,2019,Democrat,Caucasian
5297,2019,Democrat,Caucasian
5298,2019,Independent,Caucasian
5299,2019,Independent,Caucasian
5300,2019,Democrat,Caucasian
5301,2019,Republican,Caucasian
5302,2019,Republican,Caucasian
5303,2019,Republican,Caucasian
5304,2019,Independent,Caucasian
5305,2019,Democrat,Caucasian
5306,2019,Democrat,Caucasian
5307,2019,Independent,Caucasian
5308,2019,Republican,Caucasian
5309,2019,Republican,Caucasian
5310,2019,Democrat,Caucasian
5311,2019,Democrat,Caucasian
5312,2019,Independent,Caucasian
5313,2019,Republican,Caucasian
5314,2019,Democrat,Caucasian
5315,2019,Independent,Caucasian
5316,2019,Republican,Caucasian
5317,2019,Democrat,Caucasian
5318,2019,Independent,Caucasian
5319,2019,Independent,Caucasian
5320,2019,Republican,Caucasian
5321,2019,Democrat,Caucasian
5322,2019,Independent,Caucasian
5323,2019,Democrat,Caucasian
5324,2019,Republican,Caucasian
5325,2019,Democrat,Caucasian
5326,2019,Democrat,Caucasian
5327,2019,Independent,Caucasian
5328,2019,Republican,Caucasian
5329,2019,Republican,Caucasian
5330,2019,Democrat,Caucasian
5331,2019,Independent,Caucasian
5332,2019,Republican,Caucasian
5333,2019,Democrat,Caucasian
5334,2019,Democrat,Caucasian
5335,2019,Republican,Caucasian
5336,2019,Independent,Caucasian
5337,2019,Republican,Caucasian
5338,2019,Independent,Caucasian
5339,2019,Republican,Caucasian
5340,2019,Democrat,Caucasian
5341,2019,Democrat,Caucasian
5342,2019,Democrat,Caucasian
5343,2019,Independent,Caucasian
5344,2019,Republican,Caucasian
5345,2019,Republican,Caucasian
5346,2019,Republican,Caucasian
5347,2019,Unsure/Refused,Caucasian
5348,2019,Independent,Caucasian
5349,2019,Democrat,Caucasian
5350,2019,Republican,Caucasian
5351,2019,Republican,Caucasian
5352,2019,Independent,Caucasian
5353,2019,Republican,Caucasian
5354,2019,Republican,Caucasian
5355,2019,Unsure/Refused,Caucasian
5356,2019,Independent,Caucasian
5357,2019,Independent,Caucasian
5358,2019,Democrat,Caucasian
5359,2019,Republican,Caucasian
5360,2019,Independent,Caucasian
5361,2019,Independent,Caucasian
5362,2019,Independent,Caucasian
5363,2019,Democrat,Caucasian
5364,2019,Democrat,Caucasian
5365,2019,Unsure/Refused,Caucasian
5366,2019,Independent,Caucasian
5367,2019,Republican,Caucasian
5368,2019,Republican,Caucasian
5369,2019,Independent,Caucasian
5370,2019,Unsure/Refused,Caucasian
5371,2019,Democrat,Caucasian
5372,2019,Republican,Caucasian
5373,2019,Independent,Caucasian
5374,2019,Republican,Caucasian
5375,2019,Republican,Caucasian
5376,2019,Independent,Caucasian
5377,2019,Independent,Caucasian
5378,2019,Republican,Caucasian
5379,2019,Republican,Caucasian
5380,2019,Republican,Caucasian
5381,2019,Democrat,Caucasian
5382,2019,Independent,Caucasian
5383,2019,Republican,Caucasian
5384,2019,Independent,Caucasian
5385,2019,Democrat,Caucasian
5386,2019,Independent,Caucasian
5387,2019,Democrat,Caucasian
5388,2019,Independent,Caucasian
5389,2019,Democrat,Caucasian
5390,2019,Independent,Caucasian
5391,2019,Republican,Caucasian
5392,2019,Independent,Caucasian
5393,2019,Republican,Caucasian
5394,2019,Republican,Caucasian
5395,2019,Republican,Caucasian
5396,2019,Republican,Caucasian
5397,2019,Republican,Caucasian
5398,2019,Republican,Caucasian
5399,2019,Independent,Caucasian
5400,2019,Republican,Caucasian
5401,2019,Independent,Caucasian
5402,2019,Independent,Caucasian
5403,2019,Independent,Caucasian
5404,2019,Republican,Caucasian
5405,2019,Independent,Caucasian
5406,2019,Republican,Caucasian
5407,2019,Democrat,Caucasian
5408,2019,Democrat,Caucasian
5409,2019,Democrat,Caucasian
5410,2019,Independent,Caucasian
5411,2019,Independent,Caucasian
5412,2019,Democrat,Caucasian
5413,2019,Democrat,Caucasian
5414,2019,Republican,Caucasian
5415,2019,Independent,Caucasian
5416,2019,Independent,Caucasian
5417,2019,Independent,Caucasian
5418,2019,Independent,Caucasian
5419,2019,Republican,Caucasian
5420,2019,Independent,Caucasian
5421,2019,Independent,Caucasian
5422,2019,Republican,Caucasian
5423,2019,Unsure/Refused,Caucasian
5424,2019,Democrat,Caucasian
5425,2019,Republican,Caucasian
5426,2019,Independent,Caucasian
5427,2019,Republican,Caucasian
5428,2019,Republican,Caucasian
5429,2019,Independent,Caucasian
5430,2019,Republican,Caucasian
5431,2019,Independent,Caucasian
5432,2019,Independent,Caucasian
5433,2019,Republican,Caucasian
5434,2019,Republican,Caucasian
5435,2019,Republican,Caucasian
5436,2019,Republican,Caucasian
5437,2019,Independent,Caucasian
5438,2019,Republican,Caucasian
5439,2019,Democrat,Caucasian
5440,2019,Republican,Caucasian
5441,2019,Republican,Caucasian
5442,2019,Democrat,Caucasian
5443,2019,Republican,Caucasian
5444,2019,Democrat,Caucasian
5445,2019,Democrat,Caucasian
5446,2019,Independent,Caucasian
5447,2019,Republican,Caucasian
5448,2019,Independent,Caucasian
5449,2019,Democrat,Caucasian
5450,2019,Independent,Caucasian
5451,2019,Republican,Caucasian
5452,2019,Republican,Caucasian
5453,2019,Republican,Caucasian
5454,2019,Democrat,Caucasian
5455,2019,Democrat,Caucasian
5456,2019,Independent,Caucasian
5457,2019,Independent,Caucasian
5458,2019,Republican,Caucasian
5459,2019,Republican,Caucasian
5460,2019,Republican,Caucasian
5461,2019,Republican,Caucasian
5462,2019,Unsure/Refused,Caucasian
5463,2019,Independent,Caucasian
5464,2019,Independent,Caucasian
5465,2019,Democrat,Caucasian
5466,2019,Republican,Caucasian
5467,2019,Democrat,Caucasian
5468,2019,Independent,Caucasian
5469,2019,Independent,Caucasian
5470,2019,Democrat,Caucasian
5471,2019,Democrat,Caucasian
5472,2019,Republican,Caucasian
5473,2019,Democrat,Caucasian
5474,2019,Democrat,Caucasian
5475,2019,Independent,Caucasian
5476,2019,Republican,Caucasian
5477,2019,Democrat,Caucasian
5478,2019,Republican,Caucasian
5479,2019,Republican,Caucasian
5480,2019,Republican,Caucasian
5481,2019,Democrat,Caucasian
5482,2019,Independent,Caucasian
5483,2019,Republican,Caucasian
5484,2019,Democrat,Caucasian
5485,2019,Unsure/Refused,Caucasian
5486,2019,Democrat,Caucasian
5487,2019,Republican,Caucasian
5488,2019,Independent,Caucasian
5489,2019,Independent,Caucasian
5490,2019,Independent,Caucasian
5491,2019,Independent,Caucasian
5492,2019,Democrat,Caucasian
5493,2019,Democrat,Caucasian
5494,2019,Democrat,Caucasian
5495,2019,Republican,Caucasian
5496,2019,Independent,Caucasian
5497,2019,Independent,Caucasian
5498,2019,Independent,Caucasian
5499,2019,Republican,Caucasian
5500,2019,Republican,Caucasian
5501,2019,Democrat,Caucasian
5502,2019,Independent,Caucasian
5503,2019,Republican,Caucasian
5504,2019,Republican,Caucasian
5505,2019,Independent,Caucasian
5506,2019,Unsure/Refused,Caucasian
5507,2019,Independent,Caucasian
5508,2019,Independent,Caucasian
5509,2019,Republican,Caucasian
5510,2019,Democrat,Caucasian
5511,2019,Republican,Caucasian
5512,2019,Independent,Caucasian
5513,2019,Democrat,Caucasian
5514,2019,Republican,Caucasian
5515,2019,Democrat,Caucasian
5516,2019,Republican,Caucasian
5517,2019,Democrat,Caucasian
5518,2019,Republican,Caucasian
5519,2019,Republican,Caucasian
5520,2019,Independent,Caucasian
5521,2019,Republican,Caucasian
5522,2019,Republican,Caucasian
5523,2019,Republican,Caucasian
5524,2019,Independent,Caucasian
5525,2019,Republican,Caucasian
5526,2019,Republican,Caucasian
5527,2019,Independent,Caucasian
5528,2019,Independent,Caucasian
5529,2019,Independent,Caucasian
5530,2019,Independent,Caucasian
5531,2019,Republican,Caucasian
5532,2019,Democrat,Caucasian
5533,2019,Democrat,Caucasian
5534,2019,Unsure/Refused,Caucasian
5535,2019,Independent,Caucasian
5536,2019,Republican,Caucasian
5537,2019,Democrat,Caucasian
5538,2019,Democrat,Caucasian
5539,2019,Democrat,Caucasian
5540,2019,Democrat,Caucasian
5541,2019,Unsure/Refused,Caucasian
5542,2019,Independent,Caucasian
5543,2019,Republican,Caucasian
5544,2019,Republican,Caucasian
5545,2019,Independent,Caucasian
5546,2019,Unsure/Refused,Caucasian
5547,2019,Republican,Caucasian
5548,2019,Republican,Caucasian
5549,2019,Democrat,Caucasian
5550,2019,Republican,Caucasian
5551,2019,Democrat,Caucasian
5552,2019,Republican,Caucasian
5553,2019,Democrat,Caucasian
5554,2019,Republican,Caucasian
5555,2019,Independent,Caucasian
5556,2019,Democrat,Caucasian
5557,2019,Republican,Caucasian
5558,2019,Republican,Caucasian
5559,2019,Independent,Caucasian
5560,2019,Independent,Caucasian
5561,2019,Independent,Caucasian
5562,2019,Democrat,Caucasian
5563,2019,Democrat,Caucasian
5564,2019,Independent,Caucasian
5565,2019,Independent,Caucasian
5566,2019,Independent,Caucasian
5567,2019,Republican,Caucasian
5568,2019,Independent,Caucasian
5569,2019,Independent,Caucasian
5570,2019,Independent,Caucasian
5571,2019,Democrat,Caucasian
5572,2019,Independent,Caucasian
5573,2019,Independent,Caucasian
5574,2019,Independent,Caucasian
5575,2019,Republican,Caucasian
5576,2019,Democrat,Caucasian
5577,2019,Republican,Caucasian
5578,2019,Independent,Caucasian
5579,2019,Independent,Caucasian
5580,2019,Democrat,Caucasian
5581,2019,Democrat,Caucasian
5582,2019,Republican,Caucasian
5583,2019,Independent,Caucasian
5584,2019,Republican,Caucasian
5585,2019,Independent,Caucasian
5586,2019,Democrat,Caucasian
5587,2019,Democrat,Caucasian
5588,2019,Republican,Caucasian
5589,2019,Unsure/Refused,Caucasian
5590,2019,Democrat,Caucasian
5591,2019,Independent,Caucasian
5592,2019,Republican,Caucasian
5593,2019,Independent,Caucasian
5594,2019,Independent,Caucasian
5595,2019,Independent,Caucasian
5596,2019,Republican,Caucasian
5597,2019,Independent,Caucasian
5598,2019,Independent,Caucasian
5599,2019,Independent,Caucasian
5600,2019,Independent,Caucasian
5601,2019,Independent,Caucasian
5602,2019,Republican,Caucasian
5603,2019,Republican,Caucasian
5604,2019,Independent,Caucasian
5605,2019,Independent,Caucasian
5606,2019,Unsure/Refused,Caucasian
5607,2019,Independent,Caucasian
5608,2019,Republican,Caucasian
5609,2019,Independent,Caucasian
5610,2019,Independent,Caucasian
5611,2019,Independent,Caucasian
5612,2019,Independent,Caucasian
5613,2019,Republican,Caucasian
5614,2019,Independent,Caucasian
5615,2019,Independent,Caucasian
5616,2019,Independent,Caucasian
5617,2019,Independent,Caucasian
5618,2019,Democrat,Caucasian
5619,2019,Independent,Caucasian
5620,2019,Democrat,Caucasian
5621,2019,Republican,Caucasian
5622,2019,Democrat,Caucasian
5623,2019,Republican,Caucasian
5624,2019,Democrat,Caucasian
5625,2019,Independent,Caucasian
5626,2019,Republican,Caucasian
5627,2019,Republican,Caucasian
5628,2019,Independent,Caucasian
5629,2019,Republican,Caucasian
5630,2019,Independent,Caucasian
5631,2019,Republican,Caucasian
5632,2019,Republican,Caucasian
5633,2019,Democrat,Caucasian
5634,2019,Democrat,Caucasian
5635,2019,Independent,Caucasian
5636,2019,Democrat,Caucasian
5637,2019,Republican,Caucasian
5638,2019,Democrat,Caucasian
5639,2019,Democrat,Caucasian
5640,2019,Republican,Caucasian
5641,2019,Independent,Caucasian
5642,2019,Republican,Caucasian
5643,2019,Republican,Caucasian
5644,2019,Independent,Caucasian
5645,2019,Democrat,Caucasian
5646,2019,Democrat,Caucasian
5647,2019,Republican,Caucasian
5648,2019,Democrat,Caucasian
5649,2019,Independent,Caucasian
5650,2019,Republican,Caucasian
5651,2019,Unsure/Refused,Caucasian
5652,2019,Democrat,Caucasian
5653,2019,Republican,Caucasian
5654,2019,Democrat,Caucasian
5655,2019,Independent,Caucasian
5656,2019,Republican,Caucasian
5657,2019,Democrat,Caucasian
5658,2019,Republican,Caucasian
5659,2019,Independent,Caucasian
5660,2019,Democrat,Caucasian
5661,2019,Republican,Caucasian
5662,2019,Independent,Caucasian
5663,2019,Independent,Caucasian
5664,2019,Republican,Caucasian
5665,2019,Republican,Caucasian
5666,2019,Independent,Caucasian
5667,2019,Republican,Caucasian
5668,2019,Republican,Caucasian
5669,2019,Democrat,Caucasian
5670,2019,Democrat,Caucasian
5671,2019,Independent,Caucasian
5672,2019,Independent,Caucasian
5673,2019,Independent,Caucasian
5674,2019,Independent,Caucasian
5675,2019,Republican,Caucasian
5676,2019,Republican,Caucasian
5677,2019,Independent,Caucasian
5678,2019,Democrat,Caucasian
5679,2019,Independent,Caucasian
5680,2019,Independent,Caucasian
5681,2019,Independent,Caucasian
5682,2019,Republican,Caucasian
5683,2019,Unsure/Refused,Caucasian
5684,2019,Democrat,Caucasian
5685,2019,Republican,Caucasian
5686,2019,Republican,Caucasian
5687,2019,Republican,Caucasian
5688,2019,Republican,Caucasian
5689,2019,Democrat,Caucasian
5690,2019,Republican,Caucasian
5691,2019,Republican,Caucasian
5692,2019,Republican,Caucasian
5693,2019,Republican,Caucasian
5694,2019,Republican,Caucasian
5695,2019,Democrat,Caucasian
5696,2019,Republican,Caucasian
5697,2019,Independent,Caucasian
5698,2019,Republican,Caucasian
5699,2019,Republican,Caucasian
5700,2019,Republican,Caucasian
5701,2019,Unsure/Refused,Caucasian
5702,2019,Republican,Caucasian
5703,2019,Democrat,Caucasian
5704,2019,Republican,Caucasian
5705,2019,Republican,Caucasian
5706,2019,Independent,Caucasian
5707,2019,Republican,Caucasian
5708,2019,Democrat,Caucasian
5709,2019,Democrat,Caucasian
5710,2019,Republican,Caucasian
5711,2019,Republican,Caucasian
5712,2019,Republican,Caucasian
5713,2019,Republican,Caucasian
5714,2019,Independent,Caucasian
5715,2019,Democrat,Caucasian
5716,2019,Republican,Caucasian
5717,2019,Independent,Caucasian
5718,2019,Independent,Caucasian
5719,2019,Democrat,Caucasian
5720,2019,Republican,Caucasian
5721,2019,Democrat,Caucasian
5722,2019,Independent,Caucasian
5723,2019,Independent,Caucasian
5724,2019,Republican,Caucasian
5725,2019,Republican,Caucasian
5726,2019,Independent,Caucasian
5727,2019,Independent,Caucasian
5728,2019,Democrat,Caucasian
5729,2019,Independent,Caucasian
5730,2019,Democrat,Caucasian
5731,2019,Independent,Caucasian
5732,2019,Republican,Caucasian
5733,2019,Independent,Caucasian
5734,2019,Democrat,Caucasian
5735,2019,Democrat,Caucasian
5736,2019,Republican,Caucasian
5737,2019,Democrat,Caucasian
5738,2019,Democrat,Caucasian
5739,2019,Democrat,Caucasian
5740,2019,Unsure/Refused,Caucasian
5741,2019,Democrat,Caucasian
5742,2019,Independent,Caucasian
5743,2019,Independent,Caucasian
5744,2019,Independent,Caucasian
5745,2019,Independent,Caucasian
5746,2019,Republican,Caucasian
5747,2019,Republican,Caucasian
5748,2019,Democrat,Caucasian
5749,2019,Independent,Caucasian
5750,2019,Independent,Caucasian
5751,2019,Republican,Caucasian
5752,2019,Independent,Caucasian
5753,2019,Independent,Caucasian
5754,2019,Independent,Caucasian
5755,2019,Democrat,Caucasian
5756,2019,Republican,Caucasian
5757,2019,Democrat,Caucasian
5758,2019,Republican,Caucasian
5759,2019,Democrat,Caucasian
5760,2019,Democrat,Caucasian
5761,2019,Independent,Caucasian
5762,2019,Democrat,Caucasian
5763,2019,Independent,Caucasian
5764,2019,Republican,Caucasian
5765,2019,Democrat,Caucasian
5766,2019,Independent,Caucasian
5767,2019,Democrat,Caucasian
5768,2019,Democrat,Caucasian
5769,2019,Democrat,Caucasian
5770,2019,Unsure/Refused,Caucasian
5771,2019,Republican,Caucasian
5772,2019,Republican,Caucasian
5773,2019,Independent,Caucasian
5774,2019,Republican,Caucasian
5775,2019,Republican,Caucasian
5776,2019,Independent,Caucasian
5777,2019,Democrat,Caucasian
5778,2019,Republican,Caucasian
5779,2019,Democrat,Caucasian
5780,2019,Independent,Caucasian
5781,2019,Republican,Caucasian
5782,2019,Republican,Caucasian
5783,2019,Independent,Caucasian
5784,2019,Republican,Caucasian
5785,2019,Republican,Caucasian
5786,2019,Democrat,Caucasian
5787,2019,Republican,Caucasian
5788,2019,Republican,Caucasian
5789,2019,Independent,Caucasian
5790,2019,Republican,Caucasian
5791,2019,Republican,Caucasian
5792,2019,Republican,Caucasian
5793,2019,Democrat,Caucasian
5794,2019,Independent,Caucasian
5795,2019,Independent,Caucasian
5796,2019,Independent,Caucasian
5797,2019,Democrat,Caucasian
5798,2019,Unsure/Refused,Caucasian
5799,2019,Independent,Caucasian
5800,2019,Republican,Caucasian
5801,2019,Republican,Caucasian
5802,2019,Republican,Caucasian
5803,2019,Democrat,Caucasian
5804,2019,Independent,Caucasian
5805,2019,Independent,Caucasian
5806,2019,Independent,Caucasian
5807,2019,Democrat,Caucasian
5808,2019,Independent,Caucasian
5809,2019,Democrat,Caucasian
5810,2019,Independent,Caucasian
5811,2019,Republican,Caucasian
5812,2019,Independent,Caucasian
5813,2019,Independent,Caucasian
5814,2019,Independent,Caucasian
5815,2019,Independent,Caucasian
5816,2019,Democrat,Caucasian
5817,2019,Republican,Caucasian
5818,2019,Independent,Caucasian
5819,2019,Republican,Caucasian
5820,2019,Independent,Caucasian
5821,2019,Independent,Caucasian
5822,2019,Democrat,Caucasian
5823,2019,Independent,Caucasian
5824,2019,Unsure/Refused,Caucasian
5825,2019,Independent,Caucasian
5826,2019,Republican,Caucasian
5827,2019,Republican,Caucasian
5828,2019,Republican,Caucasian
5829,2019,Independent,Caucasian
5830,2019,Independent,Caucasian
5831,2019,Democrat,Caucasian
5832,2019,Republican,Caucasian
5833,2019,Republican,Caucasian
5834,2019,Independent,Caucasian
5835,2019,Democrat,Caucasian
5836,2019,Independent,Caucasian
5837,2019,Republican,Caucasian
5838,2019,Independent,Caucasian
5839,2019,Independent,Caucasian
5840,2019,Democrat,Caucasian
5841,2019,Independent,Caucasian
5842,2019,Republican,Caucasian
5843,2019,Independent,Caucasian
5844,2019,Independent,Caucasian
5845,2019,Republican,Caucasian
5846,2019,Independent,Caucasian
5847,2019,Democrat,Caucasian
5848,2019,Republican,Caucasian
5849,2019,Republican,Caucasian
5850,2019,Democrat,Caucasian
5851,2019,Republican,Caucasian
5852,2019,Republican,Caucasian
5853,2019,Independent,Caucasian
5854,2019,Republican,Caucasian
5855,2019,Republican,Caucasian
5856,2019,Democrat,Caucasian
5857,2019,Democrat,Caucasian
5858,2019,Democrat,Caucasian
5859,2019,Republican,Caucasian
5860,2019,Democrat,Caucasian
5861,2019,Democrat,Caucasian
5862,2019,Democrat,Caucasian
5863,2019,Republican,Caucasian
5864,2019,Democrat,Caucasian
5865,2019,Democrat,Caucasian
5866,2019,Republican,Caucasian
5867,2019,Democrat,Caucasian
5868,2019,Independent,Caucasian
5869,2019,Republican,Caucasian
5870,2019,Independent,Caucasian
5871,2019,Independent,Caucasian
5872,2019,Republican,Caucasian
5873,2019,Democrat,Caucasian
5874,2019,Democrat,Caucasian
5875,2019,Independent,Caucasian
5876,2019,Republican,Caucasian
5877,2019,Democrat,Caucasian
5878,2019,Democrat,Caucasian
5879,2019,Independent,Caucasian
5880,2019,Republican,Caucasian
5881,2019,Independent,Caucasian
5882,2019,Independent,Caucasian
5883,2019,Democrat,Caucasian
5884,2019,Independent,Caucasian
5885,2019,Democrat,Caucasian
5886,2019,Independent,Caucasian
5887,2019,Independent,Caucasian
5888,2019,Democrat,Caucasian
5889,2019,Democrat,Caucasian
5890,2019,Independent,Caucasian
5891,2019,Democrat,Caucasian
5892,2019,Republican,Caucasian
5893,2019,Unsure/Refused,Caucasian
5894,2019,Independent,Caucasian
5895,2019,Independent,Caucasian
5896,2019,Unsure/Refused,Caucasian
5897,2019,Independent,Caucasian
5898,2019,Republican,Caucasian
5899,2019,Republican,Caucasian
5900,2019,Republican,Caucasian
5901,2019,Republican,Caucasian
5902,2019,Democrat,Caucasian
5903,2019,Democrat,Caucasian
5904,2019,Independent,Caucasian
5905,2019,Democrat,Caucasian
5906,2019,Democrat,Caucasian
5907,2019,Republican,Caucasian
5908,2019,Republican,Caucasian
5909,2019,Independent,Caucasian
5910,2019,Democrat,Caucasian
5911,2019,Independent,Caucasian
5912,2019,Independent,Caucasian
5913,2019,Democrat,Caucasian
5914,2019,Independent,Caucasian
5915,2019,Republican,Caucasian
5916,2019,Independent,Caucasian
5917,2019,Republican,Caucasian
5918,2019,Independent,Caucasian
5919,2019,Unsure/Refused,Caucasian
5920,2019,Democrat,Caucasian
5921,2019,Republican,Caucasian
5922,2019,Republican,Caucasian
5923,2019,Democrat,Caucasian
5924,2019,Republican,Caucasian
5925,2019,Republican,Caucasian
5926,2019,Unsure/Refused,Caucasian
5927,2019,Independent,Caucasian
5928,2019,Democrat,Caucasian
5929,2019,Democrat,Caucasian
5930,2019,Republican,Caucasian
5931,2019,Republican,Caucasian
5932,2019,Democrat,Caucasian
5933,2019,Independent,Caucasian
5934,2019,Democrat,Caucasian
5935,2019,Republican,Caucasian
5936,2019,Independent,Caucasian
5937,2019,Democrat,Caucasian
5938,2019,Independent,Caucasian
5939,2019,Democrat,Caucasian
5940,2019,Independent,Caucasian
5941,2019,Independent,Caucasian
5942,2019,Independent,Caucasian
5943,2019,Independent,Caucasian
5944,2019,Independent,Caucasian
5945,2019,Independent,Caucasian
5946,2019,Democrat,Caucasian
5947,2019,Independent,Caucasian
5948,2019,Republican,Caucasian
5949,2019,Independent,Caucasian
5950,2019,Democrat,Caucasian
5951,2019,Independent,Caucasian
5952,2019,Democrat,Caucasian
5953,2019,Republican,Caucasian
5954,2019,Democrat,Caucasian
5955,2019,Independent,Caucasian
5956,2019,Republican,Caucasian
5957,2019,Republican,Caucasian
5958,2019,Republican,Caucasian
5959,2019,Independent,Caucasian
5960,2019,Republican,Caucasian
5961,2019,Democrat,Caucasian
5962,2019,Democrat,Caucasian
5963,2019,Democrat,Caucasian
5964,2019,Republican,Caucasian
5965,2019,Republican,Caucasian
5966,2019,Independent,Caucasian
5967,2019,Republican,Caucasian
5968,2019,Independent,Caucasian
5969,2019,Republican,Caucasian
5970,2019,Democrat,Caucasian
5971,2019,Democrat,Caucasian
5972,2019,Republican,Caucasian
5973,2019,Republican,Caucasian
5974,2019,Independent,Caucasian
5975,2019,Republican,Caucasian
5976,2019,Democrat,Caucasian
5977,2019,Democrat,Caucasian
5978,2019,Independent,Caucasian
5979,2019,Republican,Caucasian
5980,2019,Democrat,Caucasian
5981,2019,Democrat,Caucasian
5982,2019,Republican,Caucasian
5983,2019,Independent,Caucasian
5984,2019,Republican,Caucasian
5985,2019,Independent,Caucasian
5986,2019,Republican,Caucasian
5987,2019,Democrat,Caucasian
5988,2019,Republican,Caucasian
5989,2019,Republican,Caucasian
5990,2019,Republican,Caucasian
5991,2019,Democrat,Caucasian
5992,2019,Republican,Caucasian
5993,2019,Independent,Caucasian
5994,2019,Republican,Caucasian
5995,2019,Republican,Caucasian
5996,2019,Republican,Caucasian
5997,2019,Independent,Caucasian
5998,2019,Republican,Caucasian
5999,2019,Republican,Caucasian
6000,2019,Republican,Caucasian
6001,2019,Republican,Caucasian
6002,2019,Democrat,Caucasian
6003,2019,Republican,Caucasian
6004,2019,Republican,Caucasian
6005,2019,Democrat,Caucasian
6006,2019,Independent,Caucasian
6007,2019,Independent,Caucasian
6008,2019,Democrat,Caucasian
6009,2019,Independent,Caucasian
6010,2019,Independent,Caucasian
6011,2019,Democrat,Caucasian
6012,2019,Democrat,Caucasian
6013,2019,Democrat,Caucasian
6014,2019,Independent,Caucasian
6015,2019,Independent,Caucasian
6016,2019,Republican,Caucasian
6017,2019,Republican,Caucasian
6018,2019,Democrat,Caucasian
6019,2019,Republican,Caucasian
6020,2019,Republican,Caucasian
6021,2019,Independent,Caucasian
6022,2019,Republican,Caucasian
6023,2019,Unsure/Refused,Caucasian
6024,2019,Republican,Caucasian
6025,2019,Independent,Caucasian
6026,2019,Democrat,Caucasian
6027,2019,Independent,Caucasian
6028,2019,Republican,Caucasian
6029,2019,Republican,Caucasian
6030,2019,Republican,Caucasian
6031,2019,Republican,Caucasian
6032,2019,Independent,Caucasian
6033,2019,Independent,Caucasian
6034,2019,Republican,Caucasian
6035,2019,Independent,Caucasian
6036,2019,Democrat,Caucasian
6037,2019,Republican,Caucasian
6038,2019,Republican,Caucasian
6039,2019,Republican,Caucasian
6040,2019,Independent,Caucasian
6041,2019,Democrat,Caucasian
6042,2019,Democrat,Caucasian
6043,2019,Democrat,Caucasian
6044,2019,Democrat,Caucasian
6045,2019,Republican,Caucasian
6046,2019,Democrat,Caucasian
6047,2019,Independent,Caucasian
6048,2019,Independent,Caucasian
6049,2019,Democrat,Caucasian
6050,2019,Republican,Caucasian
6051,2019,Democrat,Caucasian
6052,2019,Republican,Caucasian
6053,2019,Independent,Caucasian
6054,2019,Republican,Caucasian
6055,2019,Independent,Caucasian
6056,2019,Democrat,Caucasian
6057,2019,Independent,Caucasian
6058,2019,Republican,Caucasian
6059,2019,Democrat,Caucasian
6060,2019,Democrat,Caucasian
6061,2019,Republican,Caucasian
6062,2019,Republican,Caucasian
6063,2019,Democrat,Caucasian
6064,2019,Democrat,Caucasian
6065,2019,Republican,Caucasian
6066,2019,Democrat,Caucasian
6067,2019,Independent,Caucasian
6068,2019,Democrat,Caucasian
6069,2019,Independent,Caucasian
6070,2019,Republican,Caucasian
6071,2019,Democrat,Caucasian
6072,2019,Democrat,Caucasian
6073,2019,Republican,Caucasian
6074,2019,Republican,Caucasian
6075,2019,Independent,Caucasian
6076,2019,Democrat,Caucasian
6077,2019,Republican,Caucasian
6078,2019,Democrat,Caucasian
6079,2019,Democrat,Caucasian
6080,2019,Republican,Caucasian
6081,2019,Democrat,Caucasian
6082,2019,Independent,Caucasian
6083,2019,Independent,Caucasian
6084,2019,Independent,Caucasian
6085,2019,Independent,Caucasian
6086,2019,Republican,Caucasian
6087,2019,Unsure/Refused,Caucasian
6088,2019,Democrat,Caucasian
6089,2019,Democrat,Caucasian
6090,2019,Republican,Caucasian
6091,2019,Republican,Caucasian
6092,2019,Independent,Caucasian
6093,2019,Independent,Caucasian
6094,2019,Democrat,Caucasian
6095,2019,Democrat,Caucasian
6096,2019,Republican,Caucasian
6097,2019,Independent,Caucasian
6098,2019,Democrat,Caucasian
6099,2019,Republican,Caucasian
6100,2019,Democrat,Caucasian
6101,2019,Unsure/Refused,Caucasian
6102,2019,Republican,Caucasian
6103,2019,Independent,Caucasian
6104,2019,Democrat,Caucasian
